"cbsa10","state","county","tract","zcta5","ur","ua","puma12","metdiv10","stab","cntyname","cbsaname10","mdivname10","zipname","PUMAname","uaname","pop10","afact"
"cbsa10","FIPS state","county","2010 Tract","ZIP Census Tabulation Area","Urban/Rural","ua","puma12","metdiv10","State Postal Code","cntyname","2010 CBSA Name","2010 Metro Div Name","zipname","PUMA12 Name","UA/Urban Cluster Name","Total Pop, 2010 census","cbsa10 to metdiv10 alloc factor"
"26620","01","01083","0201.01","35613","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Athens, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",3284,0.008 
"26620","01","01083","0201.01","35613","U","03655","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Athens, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)","Athens, AL Urban Cluster",57,0 
"26620","01","01083","0201.01","35620","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Elkmont, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",96,0 
"26620","01","01083","0201.01","35773","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Toney, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",820,0.002 
"26620","01","01083","0201.02","35613","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Athens, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",833,0.002 
"26620","01","01083","0201.02","35620","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Elkmont, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",1821,0.004 
"26620","01","01083","0201.02","35739","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Ardmore, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",3136,0.008 
"26620","01","01083","0201.02","35773","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Toney, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",527,0.001 
"26620","01","01083","0202.01","35614","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Athens, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",2158,0.005 
"26620","01","01083","0202.01","35614","U","03655","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Athens, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)","Athens, AL Urban Cluster",1278,0.003 
"26620","01","01083","0202.01","35620","R"," ","00200","99999","AL","Limestone AL","Huntsville, AL Metropolitan Statistical Area","99999","Elkmont, AL","Limestone & Madison (Outer) Counties--Huntsville City (Far West & Southwest)"," ",893,0.002 
